-------------|-------------|----|--------|----------|--------|----------|----|----------|-----|-----|--------|----------------|----------------|--------|--------
PNG          |Name         |Ref |Lam_lab |Ion       |Lam_obs |F(lambda) |F_Er|I(lambda) |I_Em |I_Ep |Mult    |Lower Term      |Upper Term      |g1      |g2      
-------------|-------------|----|--------|----------|--------|----------|----|----------|-----|-----|--------|----------------|----------------|--------|--------
PNG321.0+03.9|Hen 2-113    |D21 |6730.82 |[S II]    |6729.40 |20.512    |4.2 |7.134     |-5.9 |5.5  |F2      |2p3 4S*         |2p3 2D*         |4       |4       
PNG321.0+03.9|Hen 2-113    |D97 |9068.60 |[S III]   |9068.60 |47.190    |0.0 |7.822     |-4.9 |4.4  |        |3p2 3P          |3p2 1D          |3       |5       
PNG352.9+11.4|K 2-16       |P01 |3726.03 |[O II]    |3726.03 |96.330    |0.0 |129.391   |-3.0 |2.8  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG352.9+11.4|K 2-16       |P01 |3728.82 |[O II]    |3728.82 |128.710   |0.0 |172.789   |-3.0 |2.8  |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG352.9+11.4|K 2-16       |D21 |4861.33 |H 4       |4861.35 |100.000   |2.4 |100.002   |-2.9 |2.6  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG352.9+11.4|K 2-16       |D21 |4958.91 |[O III]   |4959.00 |42.123    |3.1 |40.979    |-3.8 |3.2  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG352.9+11.4|K 2-16       |D21 |5006.84 |[O III]   |5006.84 |139.000   |1.7 |133.413   |-2.1 |1.9  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG352.9+11.4|K 2-16       |D21 |5754.60 |[N II]    |5754.92 |4.490     |10.8|3.591     |-13.0|11.8 |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG352.9+11.4|K 2-16       |D21 |6548.10 |[N II]    |6547.98 |97.027    |5.1 |67.321    |-6.8 |7.0  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG352.9+11.4|K 2-16       |D21 |6562.77 |H 3       |6562.63 |415.634   |1.0 |287.691   |-3.6 |3.9  |H3      |2p+ 2P*         |3d+ 2D          |8       |18      
PNG352.9+11.4|K 2-16       |D21 |6583.50 |[N II]    |6583.22 |446.144   |0.7 |307.766   |-3.5 |3.8  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG352.9+11.4|K 2-16       |D21 |6716.44 |[S II]    |6716.29 |100.061   |1.1 |67.571    |-3.9 |4.2  |F2      |2p3 4S*         |2p3 2D*         |4       |6       
PNG352.9+11.4|K 2-16       |D21 |6730.82 |[S II]    |6730.70 |66.064    |6.1 |44.512    |-8.7 |8.5  |F2      |2p3 4S*         |2p3 2D*         |4       |4       
PNG010.8-01.8|NGC 6578     |K03 |3726.03 |[O II]    |3726.03 |7.500     |0.0 |18.309    |-0.7 |0.7  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG010.8-01.8|NGC 6578     |K03 |3728.82 |[O II]    |3728.82 |*         |    |*         |     |     |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG010.8-01.8|NGC 6578     |K03 |3868.75 |[Ne III]  |3868.75 |30.400    |0.0 |67.740    |-0.6 |0.7  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG010.8-01.8|NGC 6578     |K03 |3889.05 |H 8       |3889.05 |10.000    |0.0 |21.976    |-0.6 |0.6  |H8      |2p+ 2P*         |8d+ 2D          |8       |*       
PNG010.8-01.8|NGC 6578     |K03 |3967.46 |[Ne III]  |3967.46 |18.800    |0.0 |39.088    |-0.5 |0.6  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG010.8-01.8|NGC 6578     |K03 |4068.60 |[S II]    |4068.60 |0.900     |0.0 |1.736     |-0.5 |0.5  |F1      |2p3 4S*         |2p3 2P*         |4       |4       
PNG010.8-01.8|NGC 6578     |K03 |4101.74 |H 6       |4101.74 |15.300    |0.0 |28.772    |-0.5 |0.5  |H6      |2p+ 2P*         |6d+ 2D          |8       |72      
PNG010.8-01.8|NGC 6578     |K03 |4340.47 |H 5       |4340.47 |32.900    |0.0 |51.122    |-0.3 |0.4  |H5      |2p+ 2P*         |5d+ 2D          |8       |50      
PNG010.8-01.8|NGC 6578     |K03 |4363.21 |[O III]   |4363.21 |1.600     |0.0 |2.440     |-0.3 |0.3  |F2      |2p2 1D          |2p2 1S          |5       |1       
PNG010.8-01.8|NGC 6578     |D21 |4432.74 |N II      |4432.74 |0.075     |35.3|0.108     |-44.6|48.6 |V55a    |3d 3P*          |4f 2[3]         |5       |7       
PNG010.8-01.8|NGC 6578     |D21 |4452.37 |O II      |4452.37 |0.088     |44.7|0.125     |-55.8|60.1 |V5      |3s 2P           |3p 2D*          |4       |4       
PNG010.8-01.8|NGC 6578     |D21 |4457.05 |Ne II     |4459.11 |0.363     |18.5|0.512     |-23.9|25.3 |V61d    |3d 2D           |4f 2[2]*        |4       |6       
PNG010.8-01.8|NGC 6578     |D21 |4471.50 |He I      |4471.22 |3.995     |1.7 |5.567     |-2.3 |2.3  |V14     |2p 3P*          |4d 3D           |9       |15      
PNG010.8-01.8|NGC 6578     |D21 |4477.90 |O II      |4480.49 |0.096     |24.5|0.133     |-32.0|33.9 |V88     |3d 2P           |4f G3*          |4       |6       
PNG010.8-01.8|NGC 6578     |D21 |4481.21 |Mg II     |4480.85 |0.193     |18.0|0.267     |-23.1|24.7 |V4      |3d 2D           |4f 2F*          |10      |14      
PNG010.8-01.8|NGC 6578     |D21 |4485.45 |S II      |4486.12 |0.267     |17.3|0.368     |-22.6|23.4 |V43     |3d 2D           |4f 2[3]         |4       |6       
PNG010.8-01.8|NGC 6578     |D21 |4487.72 |O II      |4485.95 |0.104     |70.4|0.143     |-89.9|97.7 |V104    |3d' 2P          |4f' D2*         |2       |4       
PNG010.8-01.8|NGC 6578     |D21 |4491.07 |C II      |4491.19 |0.079     |50.1|0.108     |-64.5|69.0 |        |4f 2F*          |9g 2G           |14      |18      
PNG010.8-01.8|NGC 6578     |D21 |4491.23 |O II      |4491.19 |0.077     |50.7|0.106     |-64.8|71.3 |V86a    |3d 2P           |4f D3*          |4       |6       
PNG010.8-01.8|NGC 6578     |D21 |4514.86 |N III     |4513.64 |0.130     |15.7|0.175     |-20.2|21.7 |V3      |3s' 4P*         |3p' 4D          |6       |8       
PNG010.8-01.8|NGC 6578     |D21 |4518.15 |N III     |4520.70 |0.134     |25.2|0.180     |-31.9|34.9 |V3      |3s' 4P*         |3p' 4D          |2       |2       
PNG010.8-01.8|NGC 6578     |D21 |4534.58 |N III     |4535.42 |0.189     |18.6|0.250     |-23.6|25.6 |V3      |3s' 4P*         |3p' 4D          |6       |6       
PNG010.8-01.8|NGC 6578     |D21 |4541.59 |He II     |4537.58 |0.053     |45.4|0.070     |-58.2|62.8 |4.9     |4f+ 2F*         |9g+ 2G          |32      |*       
PNG010.8-01.8|NGC 6578     |D21 |4571.10 |Mg I]     |4569.85 |0.159     |16.0|0.204     |-20.2|22.0 |        |3s2 1S          |3s3p 3P*        |1       |3       
PNG010.8-01.8|NGC 6578     |D21 |4590.97 |O II      |4588.45 |0.140     |16.8|0.176     |-20.8|22.8 |V15     |3s' 2D          |3p' 2F*         |6       |8       
PNG010.8-01.8|NGC 6578     |D21 |4596.18 |O II      |4595.92 |0.135     |10.6|0.169     |-13.2|14.5 |V15     |3s' 2D          |3p' 2F*         |4       |6       
PNG010.8-01.8|NGC 6578     |D21 |4602.13 |O II      |4598.31 |0.031     |54.2|0.039     |-67.4|75.0 |V92b    |3d 2D           |4f F3*          |4       |6       
PNG010.8-01.8|NGC 6578     |D21 |4634.14 |N III     |4634.03 |0.132     |20.8|0.160     |-25.4|28.1 |V2      |3p 2P*          |3d 2D           |2       |4       
PNG010.8-01.8|NGC 6578     |D21 |4640.64 |N III     |4640.27 |0.406     |16.8|0.490     |-20.6|23.5 |V2      |3p 2P*          |3d 2D           |4       |6       
PNG010.8-01.8|NGC 6578     |D21 |4647.42 |C III     |4649.45 |0.479     |8.8 |0.575     |-10.9|12.0 |V1      |3s 3S           |3p 3P*          |3       |5       
PNG010.8-01.8|NGC 6578     |D21 |4661.63 |O II      |4661.13 |0.321     |8.1 |0.381     |-10.0|11.0 |V1      |3s 4P           |3p 4D*          |4       |4       
PNG010.8-01.8|NGC 6578     |D21 |4685.68 |He II     |4685.53 |0.449     |4.8 |0.522     |-5.9 |6.5  |3.4     |3d+ 2D          |4f+ 2F*         |18      |32      
PNG010.8-01.8|NGC 6578     |D21 |4701.62 |[Fe III]  |4699.88 |0.038     |47.1|0.044     |-60.3|65.5 |F3      |3d6 5D          |3d6 3F2         |7       |7       
PNG010.8-01.8|NGC 6578     |D21 |4711.37 |[Ar IV]   |4711.97 |0.900     |6.1 |1.023     |-7.7 |8.1  |F1      |3p3 4S*         |3p3 2D*         |4       |6       
PNG010.8-01.8|NGC 6578     |D21 |4733.91 |[Fe III]  |4735.96 |0.065     |18.1|0.072     |-23.1|24.7 |F3      |3d6 5D          |3d6 3F2         |5       |5       
PNG010.8-01.8|NGC 6578     |D21 |4740.17 |[Ar IV]   |4740.05 |1.000     |3.7 |1.109     |-5.0 |5.0  |F1      |3p3 4S*         |3p3 2D*         |4       |4       
PNG010.8-01.8|NGC 6578     |D21 |4788.13 |N II      |4785.52 |0.052     |33.2|0.055     |-43.8|44.5 |V20     |3p 3D           |3d 3D*          |5       |5       
PNG010.8-01.8|NGC 6578     |D21 |4814.53 |[Fe II]   |4816.92 |0.045     |51.4|0.047     |-69.6|70.6 |F20     |                |                |        |        
PNG010.8-01.8|NGC 6578     |D21 |4861.33 |H 4       |4861.27 |100.000   |0.4 |100.005   |-0.6 |0.5  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG010.8-01.8|NGC 6578     |D21 |4881.11 |[Fe III]  |4880.24 |0.223     |12.6|0.219     |-17.4|17.4 |F2      |3d6 5D          |3d6 3H          |9       |9       
PNG010.8-01.8|NGC 6578     |D21 |4890.86 |O II      |4891.05 |0.111     |17.3|0.108     |-24.0|23.4 |V28     |3p 4S*          |3d 4P           |4       |2       
PNG010.8-01.8|NGC 6578     |D21 |4931.80 |[O III]   |4932.07 |0.026     |34.1|0.024     |-47.2|46.2 |F1      |2p2 3P          |2p2 1D          |1       |5       
PNG010.8-01.8|NGC 6578     |D21 |4958.91 |[O III]   |4959.01 |277.365   |0.4 |255.205   |-0.6 |0.5  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG010.8-01.8|NGC 6578     |D21 |5006.84 |[O III]   |5007.01 |864.308   |0.5 |763.433   |-0.7 |0.7  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG010.8-01.8|NGC 6578     |D21 |5411.52 |He II     |5411.69 |0.226     |17.1|0.142     |-23.7|23.3 |4.7     |4f+ 2F*         |7g+ 2G          |32      |98      
PNG010.8-01.8|NGC 6578     |D21 |5517.66 |[Cl III]  |5517.93 |0.506     |8.5 |0.296     |-11.6|11.7 |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG010.8-01.8|NGC 6578     |D21 |5537.60 |[Cl III]  |5538.04 |0.674     |6.9 |0.390     |-9.5 |9.2  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG010.8-01.8|NGC 6578     |D21 |5577.34 |[O I]     |5576.93 |0.321     |11.3|0.181     |-15.3|15.2 |F3      |2p4 1D          |2p4 1S          |5       |1       
PNG010.8-01.8|NGC 6578     |D21 |5676.02 |N II      |5675.09 |0.076     |24.7|0.040     |-34.1|33.6 |V3      |3s 3P*          |3p 3D           |1       |3       
PNG010.8-01.8|NGC 6578     |D21 |5679.56 |N II      |5678.93 |0.131     |14.7|0.070     |-19.7|19.6 |V3      |3s 3P*          |3p 3D           |5       |7       
PNG010.8-01.8|NGC 6578     |D21 |5686.21 |N II      |5688.83 |0.111     |17.2|0.059     |-23.1|23.0 |V3      |3s 3P*          |3p 3D           |3       |3       
PNG010.8-01.8|NGC 6578     |D21 |5695.92 |C III     |5698.02 |0.076     |34.1|0.040     |-45.1|45.2 |V2      |3p 1P*          |3d 1D           |3       |5       
PNG010.8-01.8|NGC 6578     |D21 |5754.60 |[N II]    |5753.98 |0.232     |11.9|0.118     |-16.2|15.9 |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG010.8-01.8|NGC 6578     |D21 |5801.51 |C IV      |5801.12 |0.310     |6.9 |0.153     |-9.3 |9.2  |V1      |3s 2S           |3p 2P*          |2       |4       
PNG010.8-01.8|NGC 6578     |D21 |5812.14 |C IV      |5811.08 |0.200     |8.7 |0.098     |-11.6|11.3 |V1      |3s 2S           |3p 2P*          |2       |2       
PNG010.8-01.8|NGC 6578     |D21 |5875.66 |He I      |5875.28 |37.026    |0.3 |17.561    |-0.7 |0.7  |V11     |2p 3P*          |3d 3D           |9       |15      
PNG010.8-01.8|NGC 6578     |D21 |5927.81 |N II      |5930.77 |0.056     |31.4|0.026     |-42.0|40.6 |V28     |3p 3P           |3d 3D*          |1       |3       
PNG010.8-01.8|NGC 6578     |D21 |5941.65 |N II      |5941.41 |0.052     |14.0|0.024     |-18.6|17.5 |V28     |3p 3P           |3d 3D*          |5       |7       
PNG010.8-01.8|NGC 6578     |D21 |6151.43 |C II      |6151.26 |0.074     |31.4|0.030     |-41.8|39.3 |V16.04  |4d 2D           |6f 2F*          |10      |14      
PNG010.8-01.8|NGC 6578     |D21 |6300.34 |[O I]     |6300.34 |0.256     |21.5|0.096     |-29.3|27.5 |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG010.8-01.8|NGC 6578     |D21 |6312.10 |[S III]   |6311.63 |2.118     |1.3 |0.791     |-1.9 |1.8  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG010.8-01.8|NGC 6578     |D21 |6363.78 |[O I]     |6364.61 |0.101     |15.9|0.037     |-21.3|20.5 |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG010.8-01.8|NGC 6578     |D21 |6371.38 |S III     |6370.76 |0.331     |13.1|0.120     |-17.6|16.9 |V2      |4s 2S           |4p 2P*          |2       |2       
PNG010.8-01.8|NGC 6578     |D21 |6461.95 |C II      |6461.44 |0.368     |5.9 |0.127     |-7.9 |7.6  |        |4f 2F*          |6g 2G           |14      |18      
PNG010.8-01.8|NGC 6578     |D21 |6548.10 |[N II]    |6547.74 |12.343    |0.7 |4.086     |-1.3 |1.3  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG010.8-01.8|NGC 6578     |D21 |6562.77 |H 3       |6562.33 |881.620   |0.3 |289.705   |-1.0 |0.9  |H3      |2p+ 2P*         |3d+ 2D          |8       |18      
PNG010.8-01.8|NGC 6578     |D21 |6583.50 |[N II]    |6583.10 |40.482    |0.4 |13.167    |-1.1 |1.0  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG010.8-01.8|NGC 6578     |D21 |6678.16 |He I      |6677.71 |15.939    |1.0 |4.951     |-1.7 |1.6  |V46     |2p 1P*          |3d 1D           |3       |5       
PNG010.8-01.8|NGC 6578     |D21 |6716.44 |[S II]    |6716.16 |2.579     |0.9 |0.787     |-1.6 |1.6  |F2      |2p3 4S*         |2p3 2D*         |4       |6       
PNG010.8-01.8|NGC 6578     |D21 |6730.82 |[S II]    |6730.52 |4.555     |1.1 |1.380     |-1.8 |1.8  |F2      |2p3 4S*         |2p3 2D*         |4       |4       
PNG010.8-01.8|NGC 6578     |D21 |7065.25 |He I      |7064.86 |12.096    |1.6 |3.145     |-2.4 |2.4  |V10     |2p 3P*          |3s 3S           |9       |3       
PNG010.8-01.8|NGC 6578     |K03 |7135.80 |[Ar III]  |7135.80 |63.600    |0.0 |16.039    |-1.1 |1.1  |F1      |3p4 3P          |3p4 1D          |5       |5       
PNG010.8-01.8|NGC 6578     |K03 |7281.35 |He I      |7281.35 |2.900     |0.0 |0.688     |-1.1 |1.1  |V45     |2p 1P*          |3s 1S           |3       |1       
PNG010.8-01.8|NGC 6578     |K03 |7751.43 |[Ar III]  |7751.43 |17.700    |0.0 |3.494     |-1.3 |1.3  |F1      |3p4 3P          |3p4 1D          |3       |5       
PNG010.8-01.8|NGC 6578     |K03 |9068.60 |[S III]   |9068.60 |158.000   |0.0 |20.698    |-1.6 |1.5  |        |3p2 3P          |3p2 1D          |3       |5       
PNG008.2-04.8|M 2-42       |W07 |3726.03 |[O II]    |3726.03 |19.370    |0.0 |34.551    |-2.1 |2.4  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG008.2-04.8|M 2-42       |W07 |3728.82 |[O II]    |3728.82 |*         |    |*         |     |     |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG008.2-04.8|M 2-42       |W07 |3868.75 |[Ne III]  |3868.75 |29.090    |0.0 |48.907    |-1.8 |2.1  |F1      |2p4 3P          |2p4 1D          |5       |5       
PNG008.2-04.8|M 2-42       |W07 |3889.05 |H 8       |3889.05 |9.740     |0.0 |16.229    |-1.8 |2.2  |H8      |2p+ 2P*         |8d+ 2D          |8       |*       
PNG008.2-04.8|M 2-42       |W07 |3967.46 |[Ne III]  |3967.46 |5.690     |0.0 |9.146     |-1.7 |2.0  |F1      |2p4 3P          |2p4 1D          |3       |5       
PNG008.2-04.8|M 2-42       |W07 |3970.07 |H 7       |3970.07 |7.040     |0.0 |11.302    |-1.7 |2.0  |H7      |2p+ 2P*         |7d+ 2D          |8       |98      
PNG008.2-04.8|M 2-42       |W07 |4068.60 |[S II]    |4068.60 |1.300     |0.0 |1.990     |-1.5 |1.9  |F1      |2p3 4S*         |2p3 2P*         |4       |4       
PNG008.2-04.8|M 2-42       |W07 |4101.74 |H 6       |4101.74 |15.300    |0.0 |23.043    |-1.5 |1.8  |H6      |2p+ 2P*         |6d+ 2D          |8       |72      
PNG008.2-04.8|M 2-42       |W07 |4340.47 |H 5       |4340.47 |34.770    |0.0 |46.272    |-1.0 |1.2  |H5      |2p+ 2P*         |5d+ 2D          |8       |50      
PNG008.2-04.8|M 2-42       |W07 |4363.21 |[O III]   |4363.21 |2.050     |0.0 |2.695     |-1.0 |1.2  |F2      |2p2 1D          |2p2 1S          |5       |1       
PNG008.2-04.8|M 2-42       |D21 |4437.55 |He I      |4438.63 |0.019     |26.0|0.024     |-30.7|25.3 |V50     |2p 1P*          |5s 1S           |3       |1       
PNG008.2-04.8|M 2-42       |D21 |4471.50 |He I      |4472.59 |4.607     |0.7 |5.713     |-1.3 |1.2  |V14     |2p 3P*          |4d 3D           |9       |15      
PNG008.2-04.8|M 2-42       |D21 |4477.90 |O II      |4482.82 |0.025     |38.7|0.031     |-47.3|39.3 |V88     |3d 2P           |4f G3*          |4       |6       
PNG008.2-04.8|M 2-42       |D21 |4491.07 |C II      |4491.99 |0.045     |55.7|0.055     |-67.4|57.8 |        |4f 2F*          |9g 2G           |14      |18      
PNG008.2-04.8|M 2-42       |D21 |4491.23 |O II      |4491.99 |0.050     |51.6|0.061     |-61.8|52.9 |V86a    |3d 2P           |4f D3*          |4       |6       
PNG008.2-04.8|M 2-42       |D21 |4510.91 |N III     |4512.25 |0.043     |19.9|0.052     |-24.1|21.3 |V3      |3s' 4P*         |3p' 4D          |2       |4       
PNG008.2-04.8|M 2-42       |D21 |4518.15 |N III     |4518.33 |0.011     |30.7|0.013     |-37.7|32.7 |V3      |3s' 4P*         |3p' 4D          |2       |2       
PNG008.2-04.8|M 2-42       |D21 |4530.86 |N III     |4532.34 |0.012     |17.5|0.014     |-20.7|18.7 |V3      |3s' 4P*         |3p' 4D          |4       |2       
PNG008.2-04.8|M 2-42       |D21 |4562.60 |Mg I]     |4563.59 |0.021     |25.4|0.025     |-31.0|26.6 |        |3s2 1S          |3s3p 3P*        |1       |5       
PNG008.2-04.8|M 2-42       |D21 |4571.10 |Mg I]     |4572.28 |0.048     |13.8|0.056     |-16.0|14.4 |        |3s2 1S          |3s3p 3P*        |1       |3       
PNG008.2-04.8|M 2-42       |D21 |4590.97 |O II      |4592.18 |0.031     |10.7|0.036     |-12.9|11.0 |V15     |3s' 2D          |3p' 2F*         |6       |8       
PNG008.2-04.8|M 2-42       |D21 |4596.18 |O II      |4597.19 |0.027     |26.6|0.031     |-32.1|29.0 |V15     |3s' 2D          |3p' 2F*         |4       |6       
PNG008.2-04.8|M 2-42       |D21 |4602.13 |O II      |4602.49 |0.011     |51.0|0.013     |-61.2|53.5 |V92b    |3d 2D           |4f F3*          |4       |6       
PNG008.2-04.8|M 2-42       |D21 |4607.16 |N II      |4607.98 |0.033     |16.6|0.038     |-20.0|18.4 |V5      |3s 3P*          |3p 3P           |1       |3       
PNG008.2-04.8|M 2-42       |D21 |4609.44 |O II      |4610.80 |0.057     |8.9 |0.066     |-10.6|10.0 |V92a    |3d 2D           |4f F4*          |6       |8       
PNG008.2-04.8|M 2-42       |D21 |4640.64 |N III     |4642.21 |0.587     |4.6 |0.663     |-5.7 |5.3  |V2      |3p 2P*          |3d 2D           |4       |6       
PNG008.2-04.8|M 2-42       |D21 |4651.47 |C III     |4650.38 |0.347     |4.5 |0.390     |-5.5 |5.2  |V1      |3s 3S           |3p 3P*          |3       |1       
PNG008.2-04.8|M 2-42       |D21 |4658.10 |[Fe III]  |4659.54 |0.034     |24.5|0.038     |-29.5|27.7 |F3      |3d6 5D          |3d6 3F2         |9       |9       
PNG008.2-04.8|M 2-42       |D21 |4661.63 |O II      |4662.50 |0.081     |11.7|0.090     |-13.8|13.0 |V1      |3s 4P           |3p 4D*          |4       |4       
PNG008.2-04.8|M 2-42       |D21 |4673.73 |O II      |4677.36 |0.077     |14.7|0.085     |-17.5|16.7 |V1      |3s 4P           |3p 4D*          |4       |2       
PNG008.2-04.8|M 2-42       |D21 |4685.68 |He II     |4687.27 |0.300     |2.5 |0.331     |-3.0 |2.9  |3.4     |3d+ 2D          |4f+ 2F*         |18      |32      
PNG008.2-04.8|M 2-42       |D21 |4701.62 |[Fe III]  |4702.63 |0.011     |42.7|0.012     |-49.4|47.5 |F3      |3d6 5D          |3d6 3F2         |7       |7       
PNG008.2-04.8|M 2-42       |D21 |4711.37 |[Ar IV]   |4713.74 |0.900     |3.4 |0.978     |-3.7 |3.8  |F1      |3p3 4S*         |3p3 2D*         |4       |6       
PNG008.2-04.8|M 2-42       |D21 |4733.91 |[Fe III]  |4735.31 |0.014     |30.9|0.015     |-35.0|34.7 |F3      |3d6 5D          |3d6 3F2         |5       |5       
PNG008.2-04.8|M 2-42       |D21 |4740.17 |[Ar IV]   |4741.49 |1.000     |1.9 |1.070     |-2.2 |2.2  |F1      |3p3 4S*         |3p3 2D*         |4       |4       
PNG008.2-04.8|M 2-42       |D21 |4754.70 |[Fe III]  |4755.95 |0.032     |13.9|0.034     |-15.1|15.5 |F3      |                |                |        |        
PNG008.2-04.8|M 2-42       |D21 |4769.40 |[Fe III]  |4770.88 |0.091     |6.6 |0.096     |-7.2 |7.4  |F3      |                |                |        |        
PNG008.2-04.8|M 2-42       |D21 |4788.13 |N II      |4782.68 |0.305     |3.9 |0.318     |-4.3 |4.3  |V20     |3p 3D           |3d 3D*          |5       |5       
PNG008.2-04.8|M 2-42       |D21 |4861.33 |H 4       |4862.79 |100.000   |0.3 |100.004   |-0.3 |0.3  |H4      |2p+ 2P*         |4d+ 2D          |8       |32      
PNG008.2-04.8|M 2-42       |D21 |4881.11 |[Fe III]  |4882.46 |0.042     |8.3 |0.042     |-9.7 |9.1  |F2      |3d6 5D          |3d6 3H          |9       |9       
PNG008.2-04.8|M 2-42       |D21 |4921.93 |He I      |4924.05 |0.176     |8.5 |0.170     |-10.0|9.3  |V48     |2p 1P*          |4d 1D           |3       |5       
PNG008.2-04.8|M 2-42       |D21 |4958.91 |[O III]   |4960.52 |228.183   |0.5 |216.189   |-0.6 |0.6  |F1      |2p2 3P          |2p2 1D          |3       |5       
PNG008.2-04.8|M 2-42       |D21 |5006.84 |[O III]   |5008.54 |707.172   |1.4 |652.495   |-1.6 |1.6  |F1      |2p2 3P          |2p2 1D          |5       |5       
PNG008.2-04.8|M 2-42       |D21 |5191.82 |[Ar III]  |5193.27 |0.050     |14.0|0.042     |-16.3|16.1 |F3      |2p4 1D          |2p4 1S          |5       |1       
PNG008.2-04.8|M 2-42       |D21 |5199.84 |[N I]     |5201.61 |0.154     |6.2 |0.128     |-7.1 |6.9  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG008.2-04.8|M 2-42       |D21 |5200.26 |[N I]     |5202.03 |0.113     |8.3 |0.094     |-9.6 |9.4  |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG008.2-04.8|M 2-42       |D21 |5270.40 |[Fe III]  |5272.49 |0.072     |5.4 |0.058     |-6.2 |6.2  |F1      |3d6 5D          |3d6 3P2         |7       |5       
PNG008.2-04.8|M 2-42       |D21 |5411.52 |He II     |5413.87 |0.043     |6.4 |0.032     |-7.4 |7.3  |4.7     |4f+ 2F*         |7g+ 2G          |32      |98      
PNG008.2-04.8|M 2-42       |D21 |5453.83 |S II      |5455.64 |0.021     |19.5|0.015     |-22.0|21.9 |V6      |4s 4P           |4p 4D*          |6       |8       
PNG008.2-04.8|M 2-42       |D21 |5517.66 |[Cl III]  |5519.89 |0.730     |2.0 |0.516     |-2.5 |2.4  |F1      |2p3 4S*         |2p3 2D*         |4       |6       
PNG008.2-04.8|M 2-42       |D21 |5537.60 |[Cl III]  |5540.01 |0.850     |1.0 |0.596     |-1.8 |1.6  |F1      |2p3 4S*         |2p3 2D*         |4       |4       
PNG008.2-04.8|M 2-42       |D21 |5577.34 |[O I]     |5576.74 |0.869     |3.9 |0.600     |-4.2 |4.6  |F3      |2p4 1D          |2p4 1S          |5       |1       
PNG008.2-04.8|M 2-42       |D21 |5666.63 |N II      |5668.24 |0.049     |12.4|0.033     |-13.3|13.9 |V3      |3s 3P*          |3p 3D           |3       |5       
PNG008.2-04.8|M 2-42       |D21 |5679.56 |N II      |5681.41 |0.065     |8.9 |0.043     |-9.2 |10.1 |V3      |3s 3P*          |3p 3D           |5       |7       
PNG008.2-04.8|M 2-42       |D21 |5710.77 |N II      |5715.84 |0.013     |27.8|0.009     |-30.9|32.4 |V3      |3s 3P*          |3p 3D           |5       |5       
PNG008.2-04.8|M 2-42       |D21 |5754.60 |[N II]    |5756.14 |0.959     |0.9 |0.619     |-1.9 |1.8  |F3      |2p2 1D          |2p2 1S          |5       |1       
PNG008.2-04.8|M 2-42       |D21 |5801.51 |C IV      |5805.39 |0.025     |22.8|0.016     |-24.9|26.4 |V1      |3s 2S           |3p 2P*          |2       |4       
PNG008.2-04.8|M 2-42       |D21 |5812.14 |C IV      |5811.94 |0.093     |14.6|0.059     |-16.7|17.2 |V1      |3s 2S           |3p 2P*          |2       |2       
PNG008.2-04.8|M 2-42       |D21 |5875.66 |He I      |5877.23 |24.319    |0.4 |14.993    |-1.9 |1.8  |V11     |2p 3P*          |3d 3D           |9       |15      
PNG008.2-04.8|M 2-42       |D21 |5978.97 |S III     |5980.58 |0.029     |15.2|0.017     |-17.3|17.5 |V4      |                |                |        |        
PNG008.2-04.8|M 2-42       |D21 |6074.10 |He II     |6068.63 |0.021     |23.1|0.012     |-26.8|27.0 |5.20    |5g+ 2G          |20h+ 2H*        |50      |*       
PNG008.2-04.8|M 2-42       |D21 |6101.83 |[K IV]    |6103.36 |0.052     |10.0|0.030     |-11.3|12.0 |F1      |3p4 3P          |3d4 1D          |5       |5       
PNG008.2-04.8|M 2-42       |D21 |6151.43 |C II      |6153.31 |0.025     |9.5 |0.014     |-10.8|11.8 |V16.04  |4d 2D           |6f 2F*          |10      |14      
